"CO_GRUPO","NT_GER","estado_civil","regiao","sexo","hestudos","cor_pele","renda_familiar","turno"
5710,81.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5710,56.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","de 10 a 30 SM","Integral"
5710,63.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,80.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5710,77.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,70.3,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","De 4,5 a 6 SM","Integral"
5710,80.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5710,79.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Acima de 30SM","Integral"
5710,75.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 3 a 4,5 SM","Integral"
5710,65.6,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,84.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5710,75.5,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,66.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","Acima de 30SM","Integral"
5710,29.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5710,NA,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","de 10 a 30 SM","Integral"
5710,79.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5710,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
5710,48.5,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 10 a 30 SM","Integral"
5710,72.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Até 1,5 SM","Integral"
5710,62.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,74,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
5710,84.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","de 10 a 30 SM","Integral"
5710,72.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,73.2,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
5710,58.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 6 a 10 SM","Integral"
5710,45.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 3 a 4,5 SM","Integral"
5710,36.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
5710,67.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5710,72,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
5710,73.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5710,NA,NA,"Centro-Oeste","Feminino",NA,NA,NA,"Integral"
5710,75.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5710,51.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","De 3 a 4,5 SM","Integral"
5710,52,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 4,5 a 6 SM","Integral"
5710,74.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 6 a 10 SM","Integral"
5710,74.3,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,60.4,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Parda","Acima de 30SM","Integral"
5710,74.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,58.1,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 6 a 10 SM","Integral"
5710,62.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
5710,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","Acima de 30SM","Integral"
5710,35.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 10 a 30 SM","Integral"
5710,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","Acima de 30SM","Integral"
5710,84.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,54.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Nao Declarado","de 6 a 10 SM","Integral"
5710,67.3,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,37.7,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5710,72,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","Até 1,5 SM","Integral"
5710,72.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 6 a 10 SM","Integral"
5710,74.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,61.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","Acima de 30SM","Integral"
5710,57.5,"Casado(a)","Centro-Oeste","Masculino","Mais de doze","Amarela","de 6 a 10 SM","Integral"
5710,55.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5710,60.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5710,69.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
5710,56.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","de 6 a 10 SM","Integral"
5710,63.7,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 3 a 4,5 SM","Integral"
5710,75.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","Até 1,5 SM","Integral"
5710,73.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","Acima de 30SM","Integral"
5710,80.9,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Parda","Acima de 30SM","Integral"
5710,72.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5710,68.5,"Casado(a)","Centro-Oeste","Feminino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,63.3,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5710,3.4,"Casado(a)","Centro-Oeste","Masculino","Mais de doze","Preta","De 3 a 4,5 SM","Integral"
5710,68.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","de 6 a 10 SM","Integral"
5710,55.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","De 1,5 a 3 SM","Integral"
5710,70,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5710,68,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","de 10 a 30 SM","Integral"
5710,56.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5710,66.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Nao Declarado","de 6 a 10 SM","Integral"
5710,50.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
5710,79.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5710,73.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5710,45.5,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","de 6 a 10 SM","Integral"
5710,65.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
5710,71.2,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","de 6 a 10 SM","Integral"
5710,59.2,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,72.6,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","de 6 a 10 SM","Integral"
5710,59.4,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,50.4,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
5710,63.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
5710,57.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","Até 1,5 SM","Integral"
5710,74.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5710,68.1,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5710,61.6,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5710,57.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5710,59,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 4,5 a 6 SM","Integral"
5710,60.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 10 a 30 SM","Integral"
5710,70.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,64.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 6 a 10 SM","Vespertino"
5710,70.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5710,57.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5710,78.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
5710,64.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5710,51.6,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 6 a 10 SM","Integral"
5710,47.2,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5710,70.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Acima de 30SM","Integral"
5710,72.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5710,69.1,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 10 a 30 SM","Integral"
5710,55.1,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","Acima de 30SM","Integral"
5710,73.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5710,58.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","Até 1,5 SM","Integral"
5710,74.4,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","Acima de 30SM","Integral"
5710,71.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
5710,54.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5806,22.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","de 10 a 30 SM","Integral"
5806,32.6,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,58.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 4,5 a 6 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","De 4,5 a 6 SM","Integral"
5806,40.6,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5806,7.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5806,60.6,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 10 a 30 SM","Integral"
5806,53.8,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","de 10 a 30 SM","Integral"
5806,22.4,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 6 a 10 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5806,42.7,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Preta","Acima de 30SM","Integral"
5806,56.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Nao Declarado","De 4,5 a 6 SM","Integral"
5806,28.1,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","Acima de 30SM","Integral"
5806,58.3,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 6 a 10 SM","Integral"
5806,54.1,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 6 a 10 SM","Integral"
5806,50.5,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,60,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5806,54.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Nao Declarado","De 3 a 4,5 SM","Integral"
5806,41.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,73.2,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
5806,19.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Amarela","De 4,5 a 6 SM","Integral"
5806,37,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 4,5 a 6 SM","Integral"
5806,53.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
5806,34.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","Até 1,5 SM","Integral"
5806,28.4,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5806,33.3,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,50.3,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5806,31.2,"Casado(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,44.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
5806,46.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 4,5 a 6 SM","Integral"
5806,42.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5806,44,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","Acima de 30SM","Integral"
5806,77.3,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Nao Declarado","de 10 a 30 SM","Integral"
5806,34.1,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","De 3 a 4,5 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5806,37.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5806,73.1,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 10 a 30 SM","Integral"
5806,50.2,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,27.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 1,5 a 3 SM","Integral"
5806,62.2,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
5806,48.8,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,17,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","De 3 a 4,5 SM","Integral"
5806,48.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","de 6 a 10 SM","Integral"
5806,42.2,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,54.9,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","Acima de 30SM","Integral"
5806,57.1,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Preta","de 10 a 30 SM","Integral"
5806,51.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 6 a 10 SM","Integral"
5806,40.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 10 a 30 SM","Integral"
5806,31.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","Acima de 30SM","Integral"
5806,68,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Amarela","de 10 a 30 SM","Integral"
5806,71.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 1,5 a 3 SM","Integral"
5806,47.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,55,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 6 a 10 SM","Integral"
5806,44.2,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,48.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
5806,53.3,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,60.6,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","Acima de 30SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5806,44,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,42.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 4,5 a 6 SM","Integral"
5806,57,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
5806,69.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Nao Declarado","Acima de 30SM","Integral"
5806,47,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5806,37.2,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","de 6 a 10 SM","Integral"
5806,47.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5806,25.1,"Casado(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5806,22.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5806,47.7,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Branca","De 3 a 4,5 SM","Integral"
5806,58.9,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5806,54.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","Acima de 30SM","Integral"
5806,0,"Casado(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
5806,58.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5806,23.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 6 a 10 SM","Integral"
5806,53.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,44.8,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5806,35.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 6 a 10 SM","Integral"
5806,24.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
5806,50.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5806,55.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 6 a 10 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 10 a 30 SM","Integral"
5806,60.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
5806,28.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5806,55.5,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5806,33.5,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5806,55.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","de 10 a 30 SM","Integral"
5806,23.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5806,29.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 4,5 a 6 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
5806,31.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
5806,54.9,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,26.5,"Solteiro(a)","Centro-Oeste","Feminino","De oito a doze","Parda","de 10 a 30 SM","Integral"
5806,18,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5806,55.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,69.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,43.8,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 10 a 30 SM","Integral"
5806,52.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 10 a 30 SM","Integral"
5806,38.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5806,63.6,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5806,37.4,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5806,54.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 3 a 4,5 SM","Integral"
5806,63.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5806,64.5,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,2.9,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
5806,41.2,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Parda","Acima de 30SM","Integral"
5806,59.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,59.3,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Amarela","Acima de 30SM","Integral"
5806,47.9,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
5806,42,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5806,71,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5806,49.9,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Amarela","de 10 a 30 SM","Integral"
5806,32.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5806,54,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","de 6 a 10 SM","Integral"
5806,59.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5806,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 1,5 a 3 SM","Integral"
5806,50.4,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 4,5 a 6 SM","Integral"
5806,49.1,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5806,40.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 10 a 30 SM","Integral"
5806,38.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 4,5 a 6 SM","Integral"
5806,27,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Preta","De 4,5 a 6 SM","Integral"
5806,54.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5806,19,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Amarela","de 10 a 30 SM","Integral"
5806,44.5,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5902,62.4,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","De 3 a 4,5 SM","Integral"
5902,67.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5902,48.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5902,49.4,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,62.5,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","Acima de 30SM","Integral"
5902,62.4,"Solteiro(a)","Centro-Oeste","Masculino","Nenhuma, apenas assisto as aulas","Branca","Acima de 30SM","Integral"
5902,75.5,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5902,48.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Preta","de 10 a 30 SM","Integral"
5902,51.2,"Solteiro(a)","Centro-Oeste","Feminino","De uma a três","Branca","De 3 a 4,5 SM","Integral"
5902,58.6,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Parda","Acima de 30SM","Integral"
5902,81.1,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5902,65.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Acima de 30SM","Integral"
